work_id,preferred_version_id,relevance_labels,direct_f3a_overlap,direct_f3b_overlap,catalog_overlap_summary,method_overlap_summary,robustness_overlap_summary,validation_overlap_summary,f3a_design_impact,f3b_design_impact,manuscript1_positioning_impact,comparator_candidate,comparator_candidate_reason,design_issue_description,design_issue_evidence_ids,assessment_status,notes
BAIIW0102,BAIIV0163,DETECTION_METHOD_RELEVANT;PHYSICAL_CONTEXT,CONTEXT_ONLY,CONTEXT_ONLY,High-time-resolution dM flare sample; reported scale 44 analyzed flares; TESS=NO.,Fourier transform + empirical mode decomposition; additional methods: NOT_REPORTED.,Window robustness=NOT_REPORTED; processing robustness=NOT_REPORTED; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NO; injection–recovery=NO; ground truth=NO; selection function=NO; completeness=NO; held-out=NO.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,POSITIONING_ONLY,false,NOT_APPLICABLE,The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.,BAII4E0105;BAII4E0106;BAII4E0107;BAII4E0108,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0110,BAIIV0177,DETECTION_METHOD_RELEVANT;ROBUSTNESS_RELEVANT;PHYSICAL_CONTEXT,PARTIAL,CONTEXT_ONLY,AD Leo sub-second optical campaign; reported scale 211 h over six years; TESS=NO.,Time-frequency QPP analysis; additional methods: Rebinning/cadence-degradation analysis.,Window robustness=YES; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NO; injection–recovery=NO; ground truth=NO; selection function=NO; completeness=NO; held-out=NO.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,POSITIONING_ONLY,false,NOT_APPLICABLE,The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.,BAII4E0109;BAII4E0110;BAII4E0111;BAII4E0112,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0145,BAIIV0222,CATALOG_RELEVANT;ROBUSTNESS_RELEVANT,PARTIAL,CONTEXT_ONLY,"Main-sequence TESS flare catalogue across Sectors 1–69; reported scale ~14,000 flare stars; TESS=YES.",flatwrm2 LSTM flare detection; additional methods: Strict vetting + PCA flare morphology; realistic flare templates.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=YES; gap robustness=NOT_REPORTED; optimizer stability=NOT_REPORTED.,Synthetic data=NOT_REPORTED; injection–recovery=NOT_REPORTED; ground truth=NOT_REPORTED; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,NO_DESIGN_IMPACT,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (flatwrm2 LSTM flare detection) to support a prospective method comparison; incorporation is not decided in BAII.4.,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0113;BAII4E0114;BAII4E0115;BAII4E0116,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0147,BAIIV0226,DIRECT_F3B_OVERLAP;ROBUSTNESS_RELEVANT;SELECTION_FUNCTION_RELEVANT,PARTIAL,DIRECT,CHEOPS M-dwarf light curves with synthetic injection–recovery; reported scale 63 M dwarfs; TESS=NO.,Wavelet-based denoising + flare detection; additional methods: Injection–recovery optimization and complex-flare decomposition.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=YES; injection–recovery=YES; ground truth=YES; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,NO_DESIGN_IMPACT,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (Wavelet-based denoising + flare detection) to support a prospective method comparison; incorporation is not decided in BAII.4.,The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.,BAII4E0117;BAII4E0118;BAII4E0119;BAII4E0120,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0149,BAIIV0230,DIRECT_F3B_OVERLAP;CATALOG_RELEVANT;DETECTION_METHOD_RELEVANT;SELECTION_FUNCTION_RELEVANT,PARTIAL,DIRECT,TESS exoplanet-host flare survey with simulated injection tests; reported scale NOT_REPORTED; TESS=YES.,ardor multitier flare-detection pipeline; additional methods: Bayesian model comparison; PR curves; injection–recovery; phase-clustering tests.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=YES; gap robustness=NOT_REPORTED; optimizer stability=NOT_REPORTED.,Synthetic data=YES; injection–recovery=YES; ground truth=YES; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (ardor multitier flare-detection pipeline) to support a prospective method comparison; incorporation is not decided in BAII.4.,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0121;BAII4E0122;BAII4E0123;BAII4E0124,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0150,BAIIV0232,CATALOG_RELEVANT;ROBUSTNESS_RELEVANT;SELECTION_FUNCTION_RELEVANT,PARTIAL,PARTIAL,Combined TESS+CHEOPS M-dwarf sample; reported scale 110 M dwarfs; TESS=YES.,Combined-mission flare detection and FFD modeling; additional methods: Complex-flare decomposition; bias correction; power-law/lognormal/truncated-power-law comparison.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NOT_REPORTED; injection–recovery=NOT_REPORTED; ground truth=NOT_REPORTED; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,false,NOT_APPLICABLE,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0125;BAII4E0126;BAII4E0127;BAII4E0128,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0154,BAIIV0240,DIRECT_F3B_OVERLAP;DETECTION_METHOD_RELEVANT;SELECTION_FUNCTION_RELEVANT,PARTIAL,DIRECT,Long-term AD Leo ground-based photometry; reported scale 1 star; TESS=NO.,Logistic regression + FRED template flare detection; additional methods: Synthetic-flare injection–recovery for completeness.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_REPORTED.,Synthetic data=YES; injection–recovery=YES; ground truth=YES; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,NO_DESIGN_IMPACT,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (Logistic regression + FRED template flare detection) to support a prospective method comparison; incorporation is not decided in BAII.4.,The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.,BAII4E0129;BAII4E0130;BAII4E0131;BAII4E0132,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0156,BAIIV0242,DIRECT_F3B_OVERLAP;DETECTION_METHOD_RELEVANT;SELECTION_FUNCTION_RELEVANT,PARTIAL,DIRECT,TESS 20-s flare classifier trained on quiescent light curves + synthetic flares; reported scale ~1000 quiescent 20-s light curves for training backgrounds; TESS=YES.,flarenet 1D convolutional neural network; additional methods: Synthetic training flares; injection–recovery; configurable threshold; gap filling.,Window robustness=NOT_REPORTED; processing robustness=YES; quality robustness=YES; gap robustness=YES; optimizer stability=YES.,Synthetic data=YES; injection–recovery=YES; ground truth=YES; selection function=YES; completeness=YES; held-out=NOT_REPORTED.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (flarenet 1D convolutional neural network) to support a prospective method comparison; incorporation is not decided in BAII.4.,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0133;BAII4E0134;BAII4E0135;BAII4E0136,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0165,BAIIV0253,CATALOG_RELEVANT,PARTIAL,CONTEXT_ONLY,Simultaneous/paired TESS and Swift M-dwarf flare timing/energy catalogue; reported scale 13 rows in timing/energy sample; 114 rows in candidate pointing-yield table; TESS=YES.,Multiwavelength flare timing and energy catalogue; additional methods: TESS/Swift timing lag and energy budgets.,Window robustness=NOT_APPLICABLE; processing robustness=NOT_REPORTED; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NO; injection–recovery=NO; ground truth=NO; selection function=NOT_REPORTED; completeness=NOT_REPORTED; held-out=NO.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,false,NOT_APPLICABLE,No concrete prospective design change is indicated by the available evidence; the work remains contextual for the frozen comparison dimensions.,NOT_APPLICABLE,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0168,BAIIV0257,DETECTION_METHOD_RELEVANT;ROBUSTNESS_RELEVANT,PARTIAL,PARTIAL,Method study with extensive simulation and empirical stellar time series; reported scale NOT_REPORTED; TESS=NOT_REPORTED.,VAE surrogate + Celerite + HMM additive Bayesian flare model; additional methods: Exact Celerite+HMM comparator; extensive simulation.,Window robustness=NOT_APPLICABLE; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_REPORTED.,Synthetic data=YES; injection–recovery=NOT_REPORTED; ground truth=YES; selection function=NOT_REPORTED; completeness=NOT_REPORTED; held-out=NOT_REPORTED.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,F3B_DESIGN_ADJUSTMENT_POSSIBLE,POSITIONING_ONLY,true,The source describes a sufficiently concrete procedure (VAE surrogate + Celerite + HMM additive Bayesian flare model) to support a prospective method comparison; incorporation is not decided in BAII.4.,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The reported simulation/injection/selection framework provides a concrete consideration for Phase 3B validation design. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0141;BAII4E0142;BAII4E0143;BAII4E0144,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0181,BAIIV0273,CATALOG_RELEVANT,PARTIAL,CONTEXT_ONLY,M/K dwarfs from five nearby moving groups; reported scale 199 sector-level light curves; TESS=YES.,Flare localization relative to rotational/starspot modulation; additional methods: Three localization categories.,Window robustness=YES; processing robustness=NOT_REPORTED; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NO; injection–recovery=NO; ground truth=NO; selection function=NO; completeness=NO; held-out=NO.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,false,NOT_APPLICABLE,No concrete prospective design change is indicated by the available evidence; the work remains contextual for the frozen comparison dimensions.,NOT_APPLICABLE,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0182,BAIIV0274,CATALOG_RELEVANT;ROBUSTNESS_RELEVANT,PARTIAL,CONTEXT_ONLY,Expanded nearby-young-moving-group TESS flare study; reported scale NOT_REPORTED; TESS=YES.,Expanded TESS flare-study methodology (conference abstract); additional methods: NOT_REPORTED.,Window robustness=NOT_REPORTED; processing robustness=YES; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_REPORTED.,Synthetic data=NOT_REPORTED; injection–recovery=NOT_REPORTED; ground truth=NOT_REPORTED; selection function=NOT_REPORTED; completeness=NOT_REPORTED; held-out=NOT_REPORTED.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,false,NOT_APPLICABLE,No concrete prospective design change is indicated by the available evidence; the work remains contextual for the frozen comparison dimensions.,NOT_APPLICABLE,COMPLETE_WITH_ACCESS_LIMITATION,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0188,BAIIV0280,CATALOG_RELEVANT,PARTIAL,CONTEXT_ONLY,M dwarfs with TESS white-light flares and SDSS-V chromospheric measurements; reported scale NOT_REPORTED; TESS=YES.,Cross-survey flare/chromospheric activity comparison; additional methods: SDSS-V spectroscopic variability.,Window robustness=NOT_APPLICABLE; processing robustness=NOT_REPORTED; quality robustness=NOT_REPORTED; gap robustness=NOT_REPORTED; optimizer stability=NOT_APPLICABLE.,Synthetic data=NO; injection–recovery=NO; ground truth=NO; selection function=NOT_REPORTED; completeness=NOT_REPORTED; held-out=NO.,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,NO_DESIGN_IMPACT,false,NOT_APPLICABLE,No concrete prospective design change is indicated by the available evidence; the work remains contextual for the frozen comparison dimensions.,NOT_APPLICABLE,COMPLETE_WITH_ACCESS_LIMITATION,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
BAIIW0190,BAIIV0283,DETECTION_METHOD_RELEVANT,PARTIAL,CONTEXT_ONLY,Software/method record; reported scale NOT_APPLICABLE; TESS=NOT_APPLICABLE.,AFINO Fourier-based model comparison; additional methods: Automated result serialization/summary plotting.,Window robustness=NOT_APPLICABLE; processing robustness=NOT_APPLICABLE; quality robustness=NOT_APPLICABLE; gap robustness=NOT_APPLICABLE; optimizer stability=NOT_REPORTED.,Synthetic data=NOT_APPLICABLE; injection–recovery=NOT_APPLICABLE; ground truth=NOT_APPLICABLE; selection function=NOT_APPLICABLE; completeness=NOT_APPLICABLE; held-out=NOT_APPLICABLE.,F3A_DESIGN_ADJUSTMENT_POSSIBLE,NO_DESIGN_IMPACT,POSITIONING_ONLY,false,NOT_APPLICABLE,"A concrete catalogue, processing, robustness or comparator choice from this work should be considered prospectively before F3A freeze. The work should be reflected in Manuscript 1 background/positioning without treating this assessment as a novelty verdict.",BAII4E0157;BAII4E0158;BAII4E0159;BAII4E0160,COMPLETE,Prospective overlap/impact assessment only; F3A/F3B are not modified and no novelty claim or final BAII.5 gate decision is made.
