occurrence_id,manuscript_version,term,section_or_artifact,paragraph_id,claim_ids,evidence_planes,occurrence_count,scope_explicit,qualification_present,context_class,status,excerpt
M14V2L059,V2,STABILITY,4.4,M1P0063,M1C003;M1C011,M1EP02;M1EP04,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Across F1 and F3A, the numerical story is consequently one of decision stability coexisting with parameter multiplicity. This is useful because it narrows what optimizer variability appears to affect in the tested scopes: the external seed does not alter the binary decision, even though fitted parameter payloads and diagnostics vary. The converse claim is not warranted. Seed stability does not prove that the objective surface has a single optimum, that every run reached a global solution, or tha"
M14V2L060,V2,SENSITIVITY,4.5,M1P0034,M1C012;M1C013,M1EP05,2,true,true,CLASSIFIER_METRIC_SCOPE_EXPLICIT,PASS,"Under the frozen 10/10 baseline, DEVELOPMENT contained 143 true positives, 1657 false negatives, 1799 true negatives, and one false positive among 3600 primary classifier rows. The corresponding synthetic-domain sensitivity was 0.07944, specificity 0.99944, and observed false-positive fraction 0.000556. These are split-specific known-truth metrics. They are not observational sensitivity, specificity, or FPR, and they are not pooled with HELDOUT."
M14V2L061,V2,SPECIFICITY,4.5,M1P0034,M1C012;M1C013,M1EP05,2,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"Under the frozen 10/10 baseline, DEVELOPMENT contained 143 true positives, 1657 false negatives, 1799 true negatives, and one false positive among 3600 primary classifier rows. The corresponding synthetic-domain sensitivity was 0.07944, specificity 0.99944, and observed false-positive fraction 0.000556. These are split-specific known-truth metrics. They are not observational sensitivity, specificity, or FPR, and they are not pooled with HELDOUT."
M14V2L062,V2,FPR,4.5,M1P0034,M1C012;M1C013,M1EP05,2,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,"Under the frozen 10/10 baseline, DEVELOPMENT contained 143 true positives, 1657 false negatives, 1799 true negatives, and one false positive among 3600 primary classifier rows. The corresponding synthetic-domain sensitivity was 0.07944, specificity 0.99944, and observed false-positive fraction 0.000556. These are split-specific known-truth metrics. They are not observational sensitivity, specificity, or FPR, and they are not pooled with HELDOUT."
M14V2L063,V2,SPECIFICITY,4.5,M1P0035,M1C017;M1C018,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"The DEVELOPMENT candidate rule was not promoted. Although its balanced accuracy exceeded the baseline and three of four promotion criteria passed, the lower confidence limit for the candidate-minus-baseline specificity difference failed the preregistered preservation requirement. The governance rule therefore returned to the untouched baseline and froze the final HELDOUT target at delta-BIC01 greater than 10 and delta-BIC21 greater than 10. No runner-up search or alternative rescue was performed"
M14V2L064,V2,ACCURACY,4.5,M1P0035,M1C017;M1C018,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The DEVELOPMENT candidate rule was not promoted. Although its balanced accuracy exceeded the baseline and three of four promotion criteria passed, the lower confidence limit for the candidate-minus-baseline specificity difference failed the preregistered preservation requirement. The governance rule therefore returned to the untouched baseline and froze the final HELDOUT target at delta-BIC01 greater than 10 and delta-BIC21 greater than 10. No runner-up search or alternative rescue was performed"
M14V2L065,V2,VALIDATION,4.5,M1P0064,M1C017;M1C018,M1EP05,1,true,true,SYNTHETIC_GROUND_TRUTH_SCOPE_EXPLICIT,PASS,"The candidate-rule episode illustrates the value of a multidimensional promotion criterion. A rule that improves sensitivity and balanced accuracy can still be scientifically unattractive if it sacrifices too much specificity for the intended operating profile. Because specificity preservation was a prospectively required criterion rather than an editorial preference applied after the fact, its failure had a deterministic consequence: the candidate was not promoted. The result is therefore not a"
M14V2L066,V2,GROUND_TRUTH,4.5,M1P0064,M1C017;M1C018,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The candidate-rule episode illustrates the value of a multidimensional promotion criterion. A rule that improves sensitivity and balanced accuracy can still be scientifically unattractive if it sacrifices too much specificity for the intended operating profile. Because specificity preservation was a prospectively required criterion rather than an editorial preference applied after the fact, its failure had a deterministic consequence: the candidate was not promoted. The result is therefore not a"
M14V2L067,V2,SENSITIVITY,4.5,M1P0064,M1C017;M1C018,M1EP05,1,true,true,METHODOLOGICAL_OR_NEGATED_CONTEXT,PASS,"The candidate-rule episode illustrates the value of a multidimensional promotion criterion. A rule that improves sensitivity and balanced accuracy can still be scientifically unattractive if it sacrifices too much specificity for the intended operating profile. Because specificity preservation was a prospectively required criterion rather than an editorial preference applied after the fact, its failure had a deterministic consequence: the candidate was not promoted. The result is therefore not a"
M14V2L068,V2,SPECIFICITY,4.5,M1P0064,M1C017;M1C018,M1EP05,2,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"The candidate-rule episode illustrates the value of a multidimensional promotion criterion. A rule that improves sensitivity and balanced accuracy can still be scientifically unattractive if it sacrifices too much specificity for the intended operating profile. Because specificity preservation was a prospectively required criterion rather than an editorial preference applied after the fact, its failure had a deterministic consequence: the candidate was not promoted. The result is therefore not a"
M14V2L069,V2,ACCURACY,4.5,M1P0064,M1C017;M1C018,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The candidate-rule episode illustrates the value of a multidimensional promotion criterion. A rule that improves sensitivity and balanced accuracy can still be scientifically unattractive if it sacrifices too much specificity for the intended operating profile. Because specificity preservation was a prospectively required criterion rather than an editorial preference applied after the fact, its failure had a deterministic consequence: the candidate was not promoted. The result is therefore not a"
M14V2L070,V2,SENSITIVITY,4.6,M1P0036,M1C012;M1C014;M1C015,M1EP05,1,true,true,CLASSIFIER_METRIC_SCOPE_EXPLICIT,PASS,"On the independent synthetic HELDOUT, the frozen baseline produced 152 true positives, 1648 false negatives, 1800 true negatives, and zero false positives. With 1800 synthetic positives and 1800 synthetic nulls, the HELDOUT sensitivity was 0.08444 and the specificity point estimate was 1.0. The observed false-positive fraction was 0/1800. The standard Wilson interval for that zero count retained a non-zero upper bound of approximately 0.00213, so the observed absence of false selections does not"
M14V2L071,V2,SPECIFICITY,4.6,M1P0036,M1C012;M1C014;M1C015,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"On the independent synthetic HELDOUT, the frozen baseline produced 152 true positives, 1648 false negatives, 1800 true negatives, and zero false positives. With 1800 synthetic positives and 1800 synthetic nulls, the HELDOUT sensitivity was 0.08444 and the specificity point estimate was 1.0. The observed false-positive fraction was 0/1800. The standard Wilson interval for that zero count retained a non-zero upper bound of approximately 0.00213, so the observed absence of false selections does not"
M14V2L072,V2,FPR,4.6,M1P0036,M1C012;M1C014;M1C015,M1EP05,2,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,"On the independent synthetic HELDOUT, the frozen baseline produced 152 true positives, 1648 false negatives, 1800 true negatives, and zero false positives. With 1800 synthetic positives and 1800 synthetic nulls, the HELDOUT sensitivity was 0.08444 and the specificity point estimate was 1.0. The observed false-positive fraction was 0/1800. The standard Wilson interval for that zero count retained a non-zero upper bound of approximately 0.00213, so the observed absence of false selections does not"
M14V2L073,V2,SENSITIVITY,4.6,M1P0037,M1C013;M1C016,M1EP05,1,true,true,CLASSIFIER_METRIC_SCOPE_EXPLICIT,PASS,"DEVELOPMENT and HELDOUT thus show the same broad operating profile when described separately: low synthetic sensitivity and extremely high synthetic specificity for the frozen baseline. The split values are close descriptively, but the programme did not pool them or run an equivalence test, and no inference of observational transport follows. In particular, the HELDOUT zero false-selection count is a finite-sample observation in a designed null distribution; it is not evidence that false selecti"
M14V2L074,V2,SPECIFICITY,4.6,M1P0037,M1C013;M1C016,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"DEVELOPMENT and HELDOUT thus show the same broad operating profile when described separately: low synthetic sensitivity and extremely high synthetic specificity for the frozen baseline. The split values are close descriptively, but the programme did not pool them or run an equivalence test, and no inference of observational transport follows. In particular, the HELDOUT zero false-selection count is a finite-sample observation in a designed null distribution; it is not evidence that false selecti"
M14V2L075,V2,SPECIFICITY,4.6,M1P0065,M1C014;M1C015;M1C016,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"The HELDOUT confusion matrix should be read jointly rather than through the specificity point estimate alone. The positive class shows that the baseline selects only a small fraction of the injected QPPs in the designed domain, while the null class shows that false selections were not observed in this finite sample. Wilson intervals preserve uncertainty on both quantities. This combination is consistent with a conservative operating point under the synthetic design, but the result does not deter"
M14V2L076,V2,PREVALENCE,4.6,M1P0065,M1C014;M1C015;M1C016,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The HELDOUT confusion matrix should be read jointly rather than through the specificity point estimate alone. The positive class shows that the baseline selects only a small fraction of the injected QPPs in the designed domain, while the null class shows that false selections were not observed in this finite sample. Wilson intervals preserve uncertainty on both quantities. This combination is consistent with a conservative operating point under the synthetic design, but the result does not deter"
M14V2L077,V2,SELECTION_FUNCTION,4.7,M1P0038,M1C019,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The final HELDOUT empirical selection surface contains 156 strata. It preserves the frozen stratification over sample support, red-noise slope, QPP fraction, and period-bin structure, with null strata represented separately. Nine combinations are marked STRUCTURAL_NO_EXPOSURE rather than assigned a zero selection estimate. No DEVELOPMENT rows are pooled into this surface, and no smoothing, interpolation, regression, or probabilistic selection model is fitted. The product is therefore a direct st"
M14V2L078,V2,SELECTION_FUNCTION,4.7,M1CAPF04,M1C019;M1C020,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,Independent HELDOUT synthetic selection surface across the frozen design. Hatched N/E cells denote structural no exposure rather than zero selection.
M14V2L079,V2,ACCURACY,4.7,M1P0039,M1C021,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Conditional period recovery was available for 152 selected true positives. Within that selected subset, recovered periods track the injected-period scale closely enough to support a bounded statement of comparatively good conditional period accuracy. The conditioning is essential: the same HELDOUT contains 1800 eligible synthetic positives, of which only 152 were selected. The period-recovery sample therefore describes localization after successful classification, not end-to-end detection comple"
M14V2L080,V2,COMPLETENESS,4.7,M1P0039,M1C021,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Conditional period recovery was available for 152 selected true positives. Within that selected subset, recovered periods track the injected-period scale closely enough to support a bounded statement of comparatively good conditional period accuracy. The conditioning is essential: the same HELDOUT contains 1800 eligible synthetic positives, of which only 152 were selected. The period-recovery sample therefore describes localization after successful classification, not end-to-end detection comple"
M14V2L081,V2,ACCURACY,4.7,M1CAPF05,M1C021;M1C022,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,Conditional period recovery for the 152 selected true positives out of 1800 eligible synthetic positives. Period accuracy is conditioned on selection and is not a completeness measure.
M14V2L082,V2,COMPLETENESS,4.7,M1CAPF05,M1C021;M1C022,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,Conditional period recovery for the 152 selected true positives out of 1800 eligible synthetic positives. Period accuracy is conditioned on selection and is not a completeness measure.
M14V2L083,V2,SELECTION_FUNCTION,4.7,M1P0066,M1C019;M1C021,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,The stratified surface and period-recovery product add structure that is absent from the headline confusion matrix. The selection surface shows which regions of the frozen simulation design contribute observed exposure and how selection varies within those exposed cells. The period table then asks a different conditional question for successfully selected positives. Keeping structural no-exposure distinct from an observed zero and keeping period recovery distinct from classifier coverage prevent
M14V2L084,V2,ROBUSTNESS,5.1,M1P0040,M1C004;M1C005;M1C008,M1EP03;M1EP04,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The strongest cross-phase robustness result is qualitative continuity rather than a pooled rate. The F2 pilot and F3A catalogue-scale experiment used the same prospectively specified window/profile logic, preserved inadmissibility as an explicit outcome, and both showed that QPP-reference classifications can be retained or lost under methodological perturbation. At catalogue scale, dependence of reference classifications on the frozen analysis choices remained evident. At the same time, F3A expo"
M14V2L085,V2,PRIORITY,5.1,M1P0040,M1C004;M1C005;M1C008,M1EP03;M1EP04,1,true,true,PRIORITY_FIREWALL_OR_ORDINAL_CONTEXT,PASS,"The strongest cross-phase robustness result is qualitative continuity rather than a pooled rate. The F2 pilot and F3A catalogue-scale experiment used the same prospectively specified window/profile logic, preserved inadmissibility as an explicit outcome, and both showed that QPP-reference classifications can be retained or lost under methodological perturbation. At catalogue scale, dependence of reference classifications on the frozen analysis choices remained evident. At the same time, F3A expo"
M14V2L086,V2,SENSITIVITY,5.1,M1P0041,M1C011;M1C013,M1EP04;M1EP05,1,true,true,CLASSIFIER_METRIC_SCOPE_EXPLICIT,PASS,"Two forms of stability should also be distinguished. Binary decisions were stable across the frozen external-seed checks in the examined F3A scope, but fitted parameter solutions were not unique and convergence was not formally auditable. Separately, F3B shows that a rule can be numerically and procedurally frozen yet still have low sensitivity under known synthetic truth. Reproducibility of execution, seed stability of a decision, robustness to methodological perturbation, and classification pe"
M14V2L087,V2,ROBUSTNESS,5.1,M1P0041,M1C011;M1C013,M1EP04;M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Two forms of stability should also be distinguished. Binary decisions were stable across the frozen external-seed checks in the examined F3A scope, but fitted parameter solutions were not unique and convergence was not formally auditable. Separately, F3B shows that a rule can be numerically and procedurally frozen yet still have low sensitivity under known synthetic truth. Reproducibility of execution, seed stability of a decision, robustness to methodological perturbation, and classification pe"
M14V2L088,V2,STABILITY,5.1,M1P0041,M1C011;M1C013,M1EP04;M1EP05,3,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Two forms of stability should also be distinguished. Binary decisions were stable across the frozen external-seed checks in the examined F3A scope, but fitted parameter solutions were not unique and convergence was not formally auditable. Separately, F3B shows that a rule can be numerically and procedurally frozen yet still have low sensitivity under known synthetic truth. Reproducibility of execution, seed stability of a decision, robustness to methodological perturbation, and classification pe"
M14V2L089,V2,ROBUSTNESS,5.1,M1P0067,M1C004;M1C005;M1C011;M1C013,M1EP03;M1EP04;M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"From a reproducibility perspective, the most robust feature of the programme is its hierarchy of gates. Inputs are checked for admissibility, observational references are checked for baseline concordance before transition labeling, optimizer-seed stability is treated separately from parameter convergence, and synthetic rule development is separated from independent evaluation. These gates sometimes reduce the apparent amount of usable evidence, but that reduction is informative: it exposes where"
M14V2L090,V2,STABILITY,5.1,M1P0067,M1C004;M1C005;M1C011;M1C013,M1EP03;M1EP04;M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"From a reproducibility perspective, the most robust feature of the programme is its hierarchy of gates. Inputs are checked for admissibility, observational references are checked for baseline concordance before transition labeling, optimizer-seed stability is treated separately from parameter convergence, and synthetic rule development is separated from independent evaluation. These gates sometimes reduce the apparent amount of usable evidence, but that reduction is informative: it exposes where"
M14V2L091,V2,SPECIFICITY,5.2,M1P0042,M1C015;M1C016,M1EP05,2,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"The held-out operating profile is selection-limited in the frozen synthetic domain. The important result is not simply that no HELDOUT null was selected, but that this very-high-specificity behavior coexists with low positive recovery. The finite Wilson interval around the zero false-selection count is a reminder that a point estimate at a boundary is not certainty about an underlying rate. The programme therefore avoids the shorthand ""perfect specificity"" and instead reports the observed count,"
M14V2L092,V2,SENSITIVITY,5.2,M1P0068,M1C015;M1C021;M1C022,M1EP05,1,true,true,METHODOLOGICAL_OR_NEGATED_CONTEXT,PASS,"The low-sensitivity/high-specificity synthetic profile also has an important practical implication for interpreting selected samples. A catalogue produced by a conservative threshold may contain events whose fitted QPP periods are well localized conditional on selection, yet still represent only a small and strongly conditioned subset of the underlying positive signals in the simulation domain. Scientific conclusions based only on selected events can therefore differ from conclusions about detec"
M14V2L093,V2,SPECIFICITY,5.2,M1P0068,M1C015;M1C021;M1C022,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"The low-sensitivity/high-specificity synthetic profile also has an important practical implication for interpreting selected samples. A catalogue produced by a conservative threshold may contain events whose fitted QPP periods are well localized conditional on selection, yet still represent only a small and strongly conditioned subset of the underlying positive signals in the simulation domain. Scientific conclusions based only on selected events can therefore differ from conclusions about detec"
M14V2L094,V2,COMPLETENESS,5.2,M1P0068,M1C015;M1C021;M1C022,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The low-sensitivity/high-specificity synthetic profile also has an important practical implication for interpreting selected samples. A catalogue produced by a conservative threshold may contain events whose fitted QPP periods are well localized conditional on selection, yet still represent only a small and strongly conditioned subset of the underlying positive signals in the simulation domain. Scientific conclusions based only on selected events can therefore differ from conclusions about detec"
M14V2L095,V2,GROUND_TRUTH,5.3,M1P0044,M1C007;M1C010,M1EP04,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The F3A mismatch result illustrates why observational-reference and synthetic-ground-truth planes must remain distinct. Fifty-one published-QPP references fail the frozen F3A baseline reproduction gate, but the data do not reveal which component of the upstream catalogue/pipeline difference is responsible. Calling those events ""false QPPs"" would replace a reproducibility statement with a physical-truth claim that the experiment cannot support. The appropriate response is to narrow subsequent rob"
M14V2L096,V2,ROBUSTNESS,5.3,M1P0044,M1C007;M1C010,M1EP04,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The F3A mismatch result illustrates why observational-reference and synthetic-ground-truth planes must remain distinct. Fifty-one published-QPP references fail the frozen F3A baseline reproduction gate, but the data do not reveal which component of the upstream catalogue/pipeline difference is responsible. Calling those events ""false QPPs"" would replace a reproducibility statement with a physical-truth claim that the experiment cannot support. The appropriate response is to narrow subsequent rob"
M14V2L097,V2,VALIDATION,5.3,M1P0045,M1C010;M1C024;M1C029,M1EP03;M1EP04;M1EP05,1,true,true,OBSERVATIONAL_SCOPE_EXPLICIT_OR_NEGATED,PASS,"The same logic applies to the absence of F3A selection gains. The not-selected references are observational roles, and their repeated perturbations are not an independently verified negative population. Zero gains therefore do not define an observational FPR. Conversely, F3B has known synthetic truth and can support synthetic sensitivity and false-selection metrics, but those metrics do not automatically describe real TESS data. The programme consequently provides reproduction evidence, observat"
M14V2L098,V2,GROUND_TRUTH,5.3,M1P0045,M1C010;M1C024;M1C029,M1EP03;M1EP04;M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The same logic applies to the absence of F3A selection gains. The not-selected references are observational roles, and their repeated perturbations are not an independently verified negative population. Zero gains therefore do not define an observational FPR. Conversely, F3B has known synthetic truth and can support synthetic sensitivity and false-selection metrics, but those metrics do not automatically describe real TESS data. The programme consequently provides reproduction evidence, observat"
M14V2L099,V2,SENSITIVITY,5.3,M1P0045,M1C010;M1C024;M1C029,M1EP03;M1EP04;M1EP05,1,true,true,METHODOLOGICAL_OR_NEGATED_CONTEXT,PASS,"The same logic applies to the absence of F3A selection gains. The not-selected references are observational roles, and their repeated perturbations are not an independently verified negative population. Zero gains therefore do not define an observational FPR. Conversely, F3B has known synthetic truth and can support synthetic sensitivity and false-selection metrics, but those metrics do not automatically describe real TESS data. The programme consequently provides reproduction evidence, observat"
M14V2L100,V2,FPR,5.3,M1P0045,M1C010;M1C024;M1C029,M1EP03;M1EP04;M1EP05,1,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,"The same logic applies to the absence of F3A selection gains. The not-selected references are observational roles, and their repeated perturbations are not an independently verified negative population. Zero gains therefore do not define an observational FPR. Conversely, F3B has known synthetic truth and can support synthetic sensitivity and false-selection metrics, but those metrics do not automatically describe real TESS data. The programme consequently provides reproduction evidence, observat"
M14V2L101,V2,ROBUSTNESS,5.3,M1P0045,M1C010;M1C024;M1C029,M1EP03;M1EP04;M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The same logic applies to the absence of F3A selection gains. The not-selected references are observational roles, and their repeated perturbations are not an independently verified negative population. Zero gains therefore do not define an observational FPR. Conversely, F3B has known synthetic truth and can support synthetic sensitivity and false-selection metrics, but those metrics do not automatically describe real TESS data. The programme consequently provides reproduction evidence, observat"
M14V2L102,V2,GROUND_TRUTH,5.4,M1P0046,M1C020;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A population correction is not claimed for two independent reasons. First, the DEVELOPMENT threshold candidate failed its preregistered specificity-preservation gate, so no new classifier rule was promoted to synthetic-ground-truth held-out evaluation; HELDOUT evaluated the untouched baseline. Second, the final selection surface is conditional on a designed synthetic population rather than an observational target population. Applying that surface directly to TESS occurrence rates would require a"
M14V2L103,V2,SPECIFICITY,5.4,M1P0046,M1C020;M1C023,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"A population correction is not claimed for two independent reasons. First, the DEVELOPMENT threshold candidate failed its preregistered specificity-preservation gate, so no new classifier rule was promoted to synthetic-ground-truth held-out evaluation; HELDOUT evaluated the untouched baseline. Second, the final selection surface is conditional on a designed synthetic population rather than an observational target population. Applying that surface directly to TESS occurrence rates would require a"
M14V2L104,V2,SELECTION_FUNCTION,5.4,M1P0046,M1C020;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A population correction is not claimed for two independent reasons. First, the DEVELOPMENT threshold candidate failed its preregistered specificity-preservation gate, so no new classifier rule was promoted to synthetic-ground-truth held-out evaluation; HELDOUT evaluated the untouched baseline. Second, the final selection surface is conditional on a designed synthetic population rather than an observational target population. Applying that surface directly to TESS occurrence rates would require a"
M14V2L105,V2,CORRECTION,5.4,M1P0046,M1C020;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A population correction is not claimed for two independent reasons. First, the DEVELOPMENT threshold candidate failed its preregistered specificity-preservation gate, so no new classifier rule was promoted to synthetic-ground-truth held-out evaluation; HELDOUT evaluated the untouched baseline. Second, the final selection surface is conditional on a designed synthetic population rather than an observational target population. Applying that surface directly to TESS occurrence rates would require a"
M14V2L106,V2,PRIORITY,5.4,M1P0046,M1C020;M1C023,M1EP05,1,true,true,PRIORITY_FIREWALL_OR_ORDINAL_CONTEXT,PASS,"A population correction is not claimed for two independent reasons. First, the DEVELOPMENT threshold candidate failed its preregistered specificity-preservation gate, so no new classifier rule was promoted to synthetic-ground-truth held-out evaluation; HELDOUT evaluated the untouched baseline. Second, the final selection surface is conditional on a designed synthetic population rather than an observational target population. Applying that surface directly to TESS occurrence rates would require a"
M14V2L107,V2,ACCURACY,5.4,M1P0047,M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The formal Phase 3B closure therefore records the correction claim as NOT_ESTABLISHED. This is a substantive result of the governance architecture rather than a missing administrative step: the programme allowed a correction to be promoted only through a prospective gate and independent evidence, and that criterion was not met. The boundary prevents a favorable subset of results--for example the absence of HELDOUT false selections or the conditional period accuracy--from being repackaged after t"
M14V2L108,V2,CORRECTION,5.4,M1P0047,M1C023,M1EP05,3,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"The formal Phase 3B closure therefore records the correction claim as NOT_ESTABLISHED. This is a substantive result of the governance architecture rather than a missing administrative step: the programme allowed a correction to be promoted only through a prospective gate and independent evidence, and that criterion was not met. The boundary prevents a favorable subset of results--for example the absence of HELDOUT false selections or the conditional period accuracy--from being repackaged after t"
M14V2L109,V2,SELECTION_FUNCTION,5.4,M1P0070,M1C020;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A reproducible synthetic selection surface is not, by itself, a correction function for a survey. Such a correction would require a target estimand and a defensible mapping from simulated covariates and latent states to the observational population; neither was established here. The frozen F3B surface therefore retains the NOT_ESTABLISHED correction status."
M14V2L110,V2,CORRECTION,5.4,M1P0070,M1C020;M1C023,M1EP05,3,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A reproducible synthetic selection surface is not, by itself, a correction function for a survey. Such a correction would require a target estimand and a defensible mapping from simulated covariates and latent states to the observational population; neither was established here. The frozen F3B surface therefore retains the NOT_ESTABLISHED correction status."
M14V2L111,V2,CORRECTION,5.5,M1P0048,M1C025,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Future population inference requires a new transport layer rather than reuse of the consumed HELDOUT split. At minimum, such work would need to define the target observational population, justify how synthetic signal and noise dimensions approximate that target, incorporate relevant quality/gap/cadence regimes, and quantify uncertainty introduced by the transport itself. If thresholds are tuned further, they require new independent evidence because the current HELDOUT has been consumed. These re"
M14V2L112,V2,CORRECTION,5.5,M1P0071,M1C025,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"A subsequent population programme can use the present work as a design constraint rather than as a ready-made correction. The observed failure modes identify dimensions that a transport study should consider, including baseline reproducibility, input admissibility, data-quality structure, temporal support, and the separation between selection and recovered parameters. The consumed HELDOUT cannot serve as a new optimization target, so any revised classifier or transport model requires an independ"
M14V2L113,V2,PRIORITY,6,M1P0050,M1C001;M1C004;M1C005,M1EP01;M1EP03;M1EP04,1,true,true,PRIORITY_FIREWALL_OR_ORDINAL_CONTEXT,PASS,"The programme establishes a reproducible public AFINO baseline for the initial TESS reference cohort and shows, first in a small pilot and then at catalogue scale, that observational reference classifications can depend on prospectively specified window and processing choices. Scaling also reveals that baseline reproduction itself is a material gate: the catalogue-scale published-QPP reference set contains many baseline mismatches, which must not be interpreted as physical falsifications."
M14V2L114,V2,VALIDATION,6,M1P0051,M1C012;M1C017;M1C018;M1C023;M1C024,M1EP05,1,true,true,OBSERVATIONAL_SCOPE_EXPLICIT_OR_NEGATED,PASS,"Under known synthetic truth, the untouched 10/10 AFINO 0.5 rule displays a low-sensitivity, very-high-specificity operating profile in the frozen F3B domain. A DEVELOPMENT candidate was not promoted because it failed the preregistered specificity-preservation gate, and the independent HELDOUT remained single-use. The resulting selection surface and period-recovery products characterize that synthetic domain but do not observationally validate AFINO. Phase 3B therefore closes with correction NOT_"
M14V2L115,V2,SENSITIVITY,6,M1P0051,M1C012;M1C017;M1C018;M1C023;M1C024,M1EP05,1,true,true,CLASSIFIER_METRIC_SCOPE_EXPLICIT,PASS,"Under known synthetic truth, the untouched 10/10 AFINO 0.5 rule displays a low-sensitivity, very-high-specificity operating profile in the frozen F3B domain. A DEVELOPMENT candidate was not promoted because it failed the preregistered specificity-preservation gate, and the independent HELDOUT remained single-use. The resulting selection surface and period-recovery products characterize that synthetic domain but do not observationally validate AFINO. Phase 3B therefore closes with correction NOT_"
M14V2L116,V2,SPECIFICITY,6,M1P0051,M1C012;M1C017;M1C018;M1C023;M1C024,M1EP05,2,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"Under known synthetic truth, the untouched 10/10 AFINO 0.5 rule displays a low-sensitivity, very-high-specificity operating profile in the frozen F3B domain. A DEVELOPMENT candidate was not promoted because it failed the preregistered specificity-preservation gate, and the independent HELDOUT remained single-use. The resulting selection surface and period-recovery products characterize that synthetic domain but do not observationally validate AFINO. Phase 3B therefore closes with correction NOT_"
M14V2L117,V2,SELECTION_FUNCTION,6,M1P0051,M1C012;M1C017;M1C018;M1C023;M1C024,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Under known synthetic truth, the untouched 10/10 AFINO 0.5 rule displays a low-sensitivity, very-high-specificity operating profile in the frozen F3B domain. A DEVELOPMENT candidate was not promoted because it failed the preregistered specificity-preservation gate, and the independent HELDOUT remained single-use. The resulting selection surface and period-recovery products characterize that synthetic domain but do not observationally validate AFINO. Phase 3B therefore closes with correction NOT_"
