raw_hit_id,execution_id,query_id,source_database,source_rank,source_record_id,title,authors_raw,source_date,publication_date_raw,updated_date_raw,doi_raw,arxiv_id_raw,bibcode_raw,journal_reference_raw,publication_status_raw,abstract_available,abstract_sha256,provider_metadata_json,raw_payload_filename,raw_payload_record_locator,retrieval_status,error
BAII2H000175,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,24,2026arXiv260727950N,The Study of Quasi-Periodic Pulsations in Solar and Stellar Flares with SKA,"[""Nakariakov, Valery M."",""Mohan, Atul"",""Upendran, Vishal"",""Monsue, Teresa"",""Reid, Hamish A. S."",""Kolotkov, Dmitrii Y."",""Belov, Sergey A."",""Cho, Kyung-Suk""]",2026-07-01T00:00:00Z,2026-07-00,2026-08-01T10:30:12.671Z,"[""10.48550/arXiv.2607.27950""]",arXiv:2607.27950,2026arXiv260727950N,arXiv e-prints,"[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""]",true,67b718aee9f348a15a1c3afcd12dc1442d3b729e0ef19486619e5e1081a937fc,"{""arxiv_class"":[""astro-ph.SR""],""author"":[""Nakariakov, Valery M."",""Mohan, Atul"",""Upendran, Vishal"",""Monsue, Teresa"",""Reid, Hamish A. S."",""Kolotkov, Dmitrii Y."",""Belov, Sergey A."",""Cho, Kyung-Suk""],""bibcode"":""2026arXiv260727950N"",""date"":""2026-07-01T00:00:00Z"",""doctype"":""eprint"",""doi"":[""10.48550/arXiv.2607.27950""],""eid"":""arXiv:2607.27950"",""entry_date"":""2026-07-31T00:00:00Z"",""id"":""44677176"",""indexstamp"":""2026-08-09T02:59:00.837Z"",""metadata_mtime"":""2026-08-01T10:30:12.671Z"",""property"":[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""],""pub"":""arXiv e-prints"",""pubdate"":""2026-07-00"",""title"":[""The Study of Quasi-Periodic Pulsations in Solar and Stellar Flares with SKA""],""year"":""2026""}",page_0001.json,response.docs[23],RETRIEVED,
BAII2H000176,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,25,2025ghh..confP.167S,Unveiling Spatiotemporal Properties of the Quasi-periodic Pulsations in the Balmer Continuum at 3600 A in an X-class Solar White-light Flare,"[""Song, De-Chao""]",2025-02-01T00:00:00Z,2025-02-00,2026-03-23T19:07:22.701Z,,,2025ghh..confP.167S,SDO 2025 Science Workshop: A Gathering of the Helio-hive!,"[""ARTICLE"",""NOT REFEREED""]",true,3a17a74ea465758d60c2d92918a6109e1cba0d85488723ee746f9ff678b429bb,"{""author"":[""Song, De-Chao""],""bibcode"":""2025ghh..confP.167S"",""date"":""2025-02-01T00:00:00Z"",""doctype"":""inproceedings"",""eid"":""167"",""entry_date"":""2025-07-06T00:00:00Z"",""id"":""34997289"",""indexstamp"":""2026-08-07T01:51:04.225Z"",""metadata_mtime"":""2026-03-23T19:07:22.701Z"",""property"":[""ARTICLE"",""NOT REFEREED""],""pub"":""SDO 2025 Science Workshop: A Gathering of the Helio-hive!"",""pubdate"":""2025-02-00"",""title"":[""Unveiling Spatiotemporal Properties of the Quasi-periodic Pulsations in the Balmer Continuum at 3600 A in an X-class Solar White-light Flare""],""year"":""2025""}",page_0001.json,response.docs[24],RETRIEVED,
BAII2H000177,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,26,2026ApJ..1003...95L,Quasiperiodic Pulsations and Three-dimensional Magnetic Reconnection during 2022 March 31 Flare Observed by IRIS and STIX,"[""Lörinčík, Juraj"",""Collier, Hannah"",""Polito, Vanessa"",""Hayes, Laura A."",""Ashfield, William H., IV"",""Freij, Nabil""]",2026-05-01T00:00:00Z,2026-05-00,2026-06-30T12:05:39.667Z,"[""10.3847/1538-4357/ae61ad"",""10.48550/arXiv.2604.17330""]",,2026ApJ..1003...95L,The Astrophysical Journal,"[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,9423ed4518a73cc18b63a78b62a6af2ccc77225a3f43a1816e3d4731f6706be4,"{""alternate_bibcode"":[""2026arXiv260417330L""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Lörinčík, Juraj"",""Collier, Hannah"",""Polito, Vanessa"",""Hayes, Laura A."",""Ashfield, William H., IV"",""Freij, Nabil""],""bibcode"":""2026ApJ..1003...95L"",""date"":""2026-05-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ae61ad"",""10.48550/arXiv.2604.17330""],""eid"":""95"",""entry_date"":""2026-05-24T00:00:00Z"",""id"":""43958156"",""indexstamp"":""2026-08-07T00:36:07.877Z"",""metadata_mtime"":""2026-06-30T12:05:39.667Z"",""property"":[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2026-05-00"",""title"":[""Quasiperiodic Pulsations and Three-dimensional Magnetic Reconnection during 2022 March 31 Flare Observed by IRIS and STIX""],""year"":""2026""}",page_0001.json,response.docs[25],RETRIEVED,
BAII2H000178,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,27,2024AJ....168...94S,Establishing Baselines for Six Short-period δ Scuti Variables,"[""Suggs, Christiana Z."",""Hintz, Eric G."",""Stephens, Denise C.""]",2024-08-01T00:00:00Z,2024-08-00,2026-03-23T18:57:18.384Z,"[""10.3847/1538-3881/ad5a81""]",,2024AJ....168...94S,The Astronomical Journal,"[""ARTICLE"",""DATA"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,71971ad573aae22274fa96482849a081db21e7671188cdbbac4065c052216267,"{""author"":[""Suggs, Christiana Z."",""Hintz, Eric G."",""Stephens, Denise C.""],""bibcode"":""2024AJ....168...94S"",""date"":""2024-08-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-3881/ad5a81""],""eid"":""94"",""entry_date"":""2024-08-04T00:00:00Z"",""id"":""29544178"",""indexstamp"":""2026-08-07T02:23:16.076Z"",""metadata_mtime"":""2026-03-23T18:57:18.384Z"",""property"":[""ARTICLE"",""DATA"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astronomical Journal"",""pubdate"":""2024-08-00"",""title"":[""Establishing Baselines for Six Short-period δ Scuti Variables""],""year"":""2024""}",page_0001.json,response.docs[26],RETRIEVED,
BAII2H000179,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,28,2026ApJ..1003...78K,Multimode Quasiperiodic Pulsations in Extreme-ultraviolet Emissions Associated with an X-Class Solar Flare,"[""Kanaujiya, Sachin Rajkapoor"",""Maurya, Ram Ajor"",""Nakariakov, Valery M.""]",2026-05-01T00:00:00Z,2026-05-00,2026-06-15T18:04:48.568Z,"[""10.3847/1538-4357/ae650f""]",,2026ApJ..1003...78K,The Astrophysical Journal,"[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,9fef454dbd6425dd573a82a47b5f63d0ce8240ee04918ff7eb33238fa18ea830,"{""author"":[""Kanaujiya, Sachin Rajkapoor"",""Maurya, Ram Ajor"",""Nakariakov, Valery M.""],""bibcode"":""2026ApJ..1003...78K"",""date"":""2026-05-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ae650f""],""eid"":""78"",""entry_date"":""2026-05-24T00:00:00Z"",""id"":""43958121"",""indexstamp"":""2026-08-07T01:51:32.646Z"",""metadata_mtime"":""2026-06-15T18:04:48.568Z"",""property"":[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2026-05-00"",""title"":[""Multimode Quasiperiodic Pulsations in Extreme-ultraviolet Emissions Associated with an X-Class Solar Flare""],""year"":""2026""}",page_0001.json,response.docs[27],RETRIEVED,
BAII2H000180,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,29,2024AGUFMSH13C2934A,Quasi-periodic Pulsations in an M4.2 Flare: Insights from High-Cadence and High-Resolution Observations,"[""Ashfield, William"",""Polito, Vanessa"",""Lorincik, Juraj"",""Thoen Faber, Jonas"",""De Pontieu, Bart""]",2024-12-01T00:00:00Z,2024-12-00,2026-03-23T18:56:57.778Z,,,2024AGUFMSH13C2934A,AGU Fall Meeting Abstracts,"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,246c24fc27c0b885b1a45831a11eadaa6e5d68e335ec442db44091a9edb8948c,"{""author"":[""Ashfield, William"",""Polito, Vanessa"",""Lorincik, Juraj"",""Thoen Faber, Jonas"",""De Pontieu, Bart""],""bibcode"":""2024AGUFMSH13C2934A"",""date"":""2024-12-01T00:00:00Z"",""doctype"":""abstract"",""eid"":""SH13C-2934"",""entry_date"":""2025-04-27T00:00:00Z"",""id"":""34035928"",""indexstamp"":""2026-08-06T21:38:15.156Z"",""metadata_mtime"":""2026-03-23T18:56:57.778Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""AGU Fall Meeting Abstracts"",""pubdate"":""2024-12-00"",""title"":[""Quasi-periodic Pulsations in an M4.2 Flare: Insights from High-Cadence and High-Resolution Observations""],""year"":""2024""}",page_0001.json,response.docs[28],RETRIEVED,
BAII2H000181,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,30,2025ghh..confE..78O,Quasi-Periodic Pulsations in TEC Measurements Synchronised with Solar Flare EUV Emission,"[""O'Hare, Aisling"",""Bekker, Susanna"",""Hayes, Laura A."",""Milligan, Ryan O.""]",2025-02-01T00:00:00Z,2025-02-00,2026-03-23T19:07:20.364Z,,,2025ghh..confE..78O,SDO 2025 Science Workshop: A Gathering of the Helio-hive!,"[""ARTICLE"",""NOT REFEREED""]",true,e18c4c3909eaa93a70e381f4a57b4d8f203dc3e0eb2680e96c3d647b5a7796bb,"{""author"":[""O'Hare, Aisling"",""Bekker, Susanna"",""Hayes, Laura A."",""Milligan, Ryan O.""],""bibcode"":""2025ghh..confE..78O"",""date"":""2025-02-01T00:00:00Z"",""doctype"":""inproceedings"",""eid"":""78"",""entry_date"":""2025-07-06T00:00:00Z"",""id"":""34997106"",""indexstamp"":""2026-08-07T01:51:04.225Z"",""metadata_mtime"":""2026-03-23T19:07:20.364Z"",""property"":[""ARTICLE"",""NOT REFEREED""],""pub"":""SDO 2025 Science Workshop: A Gathering of the Helio-hive!"",""pubdate"":""2025-02-00"",""title"":[""Quasi-Periodic Pulsations in TEC Measurements Synchronised with Solar Flare EUV Emission""],""year"":""2025""}",page_0001.json,response.docs[29],RETRIEVED,
BAII2H000182,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,31,2024eas..conf.2172B,How well do we know the impact of stellar flares on exoplanets?,"[""Bruno, Giovanni"",""Pagano, Isabella"",""Scandariato, Gaetano"",""Florén, Hans-Gustav"",""Brandeker, Alexis"",""Olofsson, Göran"",""Consortium, Cheops""]",2024-07-01T00:00:00Z,2024-07-00,2026-03-23T18:58:48.834Z,,,2024eas..conf.2172B,"EAS2024, European Astronomical Society Annual Meeting","[""ARTICLE"",""NOT REFEREED"",""TOC""]",true,dfad633ef7684afcfd36ed4c019a00425a57b0eac6b8890cbbace2517f31256a,"{""author"":[""Bruno, Giovanni"",""Pagano, Isabella"",""Scandariato, Gaetano"",""Florén, Hans-Gustav"",""Brandeker, Alexis"",""Olofsson, Göran"",""Consortium, Cheops""],""bibcode"":""2024eas..conf.2172B"",""date"":""2024-07-01T00:00:00Z"",""doctype"":""inproceedings"",""eid"":""2172"",""entry_date"":""2024-08-04T00:00:00Z"",""id"":""29546086"",""indexstamp"":""2026-08-07T02:23:54.864Z"",""metadata_mtime"":""2026-03-23T18:58:48.834Z"",""property"":[""ARTICLE"",""NOT REFEREED"",""TOC""],""pub"":""EAS2024, European Astronomical Society Annual Meeting"",""pubdate"":""2024-07-00"",""title"":[""How well do we know the impact of stellar flares on exoplanets?""],""year"":""2024""}",page_0001.json,response.docs[30],RETRIEVED,
BAII2H000183,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,32,2025EGUGA..27.3997L,Exploring the origin of quasi-periodic pulsations during a white-light flare,"[""Li, Dong""]",2025-04-01T00:00:00Z,2025-04-00,2026-06-18T04:11:14.052Z,"[""10.5194/egusphere-egu25-3997""]",,2025EGUGA..27.3997L,EGU General Assembly Conference Abstracts,"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,ba1ec122233177d9bdc2225f5cff4cfb1943b34bef4f8fc07db939f29059090f,"{""author"":[""Li, Dong""],""bibcode"":""2025EGUGA..27.3997L"",""date"":""2025-04-01T00:00:00Z"",""doctype"":""abstract"",""doi"":[""10.5194/egusphere-egu25-3997""],""eid"":""EGU25-3997"",""entry_date"":""2025-10-22T00:00:00Z"",""id"":""37299716"",""indexstamp"":""2026-08-07T00:08:49.029Z"",""metadata_mtime"":""2026-06-18T04:11:14.052Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""EGU General Assembly Conference Abstracts"",""pubdate"":""2025-04-00"",""title"":[""Exploring the origin of quasi-periodic pulsations during a white-light flare""],""year"":""2025""}",page_0001.json,response.docs[31],RETRIEVED,
BAII2H000184,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,33,2024ApJ...973..114L,WASP 0346-21: An EL CVn-type Eclipsing Binary with Multiperiodic Pulsations in a Triple System,"[""Lee, Jae Woo"",""Hong, Kyeongsoo"",""Jeong, Min-Ji"",""Wolf, Marek""]",2024-10-01T00:00:00Z,2024-10-00,2026-06-15T11:21:55.321Z,"[""10.3847/1538-4357/ad67c7"",""10.48550/arXiv.2407.17729""]",,2024ApJ...973..114L,The Astrophysical Journal,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,b22751d986b2dc9469d09d7037f4a76aa5a949d2a7b2b45140f2a13575b192e7,"{""alternate_bibcode"":[""2024arXiv240717729L""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Lee, Jae Woo"",""Hong, Kyeongsoo"",""Jeong, Min-Ji"",""Wolf, Marek""],""bibcode"":""2024ApJ...973..114L"",""date"":""2024-10-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ad67c7"",""10.48550/arXiv.2407.17729""],""eid"":""114"",""entry_date"":""2024-12-01T00:00:00Z"",""id"":""31167513"",""indexstamp"":""2026-08-09T02:15:22.615Z"",""metadata_mtime"":""2026-06-15T11:21:55.321Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2024-10-00"",""title"":[""WASP 0346-21: An EL CVn-type Eclipsing Binary with Multiperiodic Pulsations in a Triple System""],""year"":""2024""}",page_0001.json,response.docs[32],RETRIEVED,
BAII2H000185,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,34,2024PASP..136h4201K,An Infrared Census of R Coronae Borealis Stars II—Spectroscopic Classifications and Implications for the Rate of Low-mass White Dwarf Mergers,"[""Karambelkar, Viraj R."",""Kasliwal, Mansi M."",""Tisserand, Patrick"",""Anand, Shreya"",""Ashley, Michael C. B."",""Bildsten, Lars"",""Clayton, Geoffrey C."",""Crawford, Courtney C."",""De, Kishalay"",""Earley, Nicholas"",""Hankins, Matthew J."",""Hall, Xander"",""Lamberts, Astrid"",""Lau, Ryan M."",""McKenna, Dan"",""Moore, Anna"",""Ofek, Eran O."",""Smith, Roger M."",""Soria, Roberto"",""Soon, Jamie"",""Travouillon, Tony""]",2024-08-01T00:00:00Z,2024-08-00,2026-06-15T11:22:53.868Z,"[""10.1088/1538-3873/ad6210"",""10.48550/arXiv.2407.08653""]",,2024PASP..136h4201K,Publications of the Astronomical Society of the Pacific,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,de502045b61651efc859125b66c7f5a7ec2f94d6fc930c97855a7067815cbdf0,"{""alternate_bibcode"":[""2024arXiv240708653K""],""arxiv_class"":[""astro-ph.SR"",""astro-ph.GA""],""author"":[""Karambelkar, Viraj R."",""Kasliwal, Mansi M."",""Tisserand, Patrick"",""Anand, Shreya"",""Ashley, Michael C. B."",""Bildsten, Lars"",""Clayton, Geoffrey C."",""Crawford, Courtney C."",""De, Kishalay"",""Earley, Nicholas"",""Hankins, Matthew J."",""Hall, Xander"",""Lamberts, Astrid"",""Lau, Ryan M."",""McKenna, Dan"",""Moore, Anna"",""Ofek, Eran O."",""Smith, Roger M."",""Soria, Roberto"",""Soon, Jamie"",""Travouillon, Tony""],""bibcode"":""2024PASP..136h4201K"",""date"":""2024-08-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1088/1538-3873/ad6210"",""10.48550/arXiv.2407.08653""],""eid"":""084201"",""entry_date"":""2024-08-11T00:00:00Z"",""id"":""30660617"",""indexstamp"":""2026-08-08T22:24:36.180Z"",""metadata_mtime"":""2026-06-15T11:22:53.868Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Publications of the Astronomical Society of the Pacific"",""pubdate"":""2024-08-00"",""title"":[""An Infrared Census of R Coronae Borealis Stars II—Spectroscopic Classifications and Implications for the Rate of Low-mass White Dwarf Mergers""],""year"":""2024""}",page_0001.json,response.docs[33],RETRIEVED,
BAII2H000186,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,35,2025Galax..13..126S,Applications of the Irbene Single-Baseline Radio Interferometer,"[""Shmeld, Ivar"",""Bezrukovs, Vladislavs"",""Šteinbergs, Jānis"",""Šķirmante, Karina"",""Aberfelds, Artis"",""Belov, Sergey A."",""Burns, Ross A."",""Kolotkov, Dmitrii Y."",""Nakariakov, Valery M."",""Bezrukovs, Dmitrijs"",""Purviņš, Matīss"",""Kalniņa, Aija"",""Orbidans, Arturs"",""Bleiders, Marcis"",""Konuhova, Marina""]",2025-11-01T00:00:00Z,2025-11-00,2026-05-11T17:52:07.107Z,"[""10.3390/galaxies13060126""]",,2025Galax..13..126S,Galaxies,"[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,8cdda66b506ae3c48d1716acc2e25fddc8bdd0c804664c0a0a0068e45f7a3ca3,"{""author"":[""Shmeld, Ivar"",""Bezrukovs, Vladislavs"",""Šteinbergs, Jānis"",""Šķirmante, Karina"",""Aberfelds, Artis"",""Belov, Sergey A."",""Burns, Ross A."",""Kolotkov, Dmitrii Y."",""Nakariakov, Valery M."",""Bezrukovs, Dmitrijs"",""Purviņš, Matīss"",""Kalniņa, Aija"",""Orbidans, Arturs"",""Bleiders, Marcis"",""Konuhova, Marina""],""bibcode"":""2025Galax..13..126S"",""date"":""2025-11-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3390/galaxies13060126""],""eid"":""126"",""entry_date"":""2025-12-28T00:00:00Z"",""id"":""38317042"",""indexstamp"":""2026-08-09T02:42:24.700Z"",""metadata_mtime"":""2026-05-11T17:52:07.107Z"",""property"":[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Galaxies"",""pubdate"":""2025-11-00"",""title"":[""Applications of the Irbene Single-Baseline Radio Interferometer""],""year"":""2025""}",page_0001.json,response.docs[34],RETRIEVED,
BAII2H000187,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,36,2026arXiv260707442L,Double-periodic pulsations simultaneously detected in mid-infrared and hard X-ray emissions during an X1.5 flare,"[""Li, Dong"",""Ye, Yuyang"",""Bai, Xianyong"",""Yang, Xu""]",2026-07-01T00:00:00Z,2026-07-00,2026-07-10T10:28:31.492Z,"[""10.48550/arXiv.2607.07442""]",arXiv:2607.07442,2026arXiv260707442L,arXiv e-prints,"[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""]",true,d0f90f711f173eb9f2a299d2a7c1aadb2e7c97a346af1b14ffe86567898931cd,"{""arxiv_class"":[""astro-ph.SR""],""author"":[""Li, Dong"",""Ye, Yuyang"",""Bai, Xianyong"",""Yang, Xu""],""bibcode"":""2026arXiv260707442L"",""date"":""2026-07-01T00:00:00Z"",""doctype"":""eprint"",""doi"":[""10.48550/arXiv.2607.07442""],""eid"":""arXiv:2607.07442"",""entry_date"":""2026-07-09T00:00:00Z"",""id"":""44370479"",""indexstamp"":""2026-08-09T02:58:09.404Z"",""metadata_mtime"":""2026-07-10T10:28:31.492Z"",""property"":[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""],""pub"":""arXiv e-prints"",""pubdate"":""2026-07-00"",""title"":[""Double-periodic pulsations simultaneously detected in mid-infrared and hard X-ray emissions during an X1.5 flare""],""year"":""2026""}",page_0001.json,response.docs[35],RETRIEVED,
BAII2H000188,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,37,2024EGUGA..26.8631S,Investigation of solar flares showing quasi-periodicity based on STIX Quick-Look light curves,"[""Szaforz, Żaneta"",""Mrozek, Tomasz"",""Tomczak, Michał""]",2024-04-01T00:00:00Z,2024-04-00,2026-06-18T02:40:12.992Z,"[""10.5194/egusphere-egu24-8631""]",,2024EGUGA..26.8631S,European Geosciences Union General Assembly 2024 (EGU24),"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,84ef3f4d61401f1714e525faf2b1b06db5af6ac328ca33a5c84d65c880067e5c,"{""author"":[""Szaforz, Żaneta"",""Mrozek, Tomasz"",""Tomczak, Michał""],""bibcode"":""2024EGUGA..26.8631S"",""date"":""2024-04-01T00:00:00Z"",""doctype"":""abstract"",""doi"":[""10.5194/egusphere-egu24-8631""],""eid"":""8631"",""entry_date"":""2024-07-03T00:00:00Z"",""id"":""29143939"",""indexstamp"":""2026-08-07T00:24:27.890Z"",""metadata_mtime"":""2026-06-18T02:40:12.992Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""European Geosciences Union General Assembly 2024 (EGU24)"",""pubdate"":""2024-04-00"",""title"":[""Investigation of solar flares showing quasi-periodicity based on STIX Quick-Look light curves""],""year"":""2024""}",page_0001.json,response.docs[36],RETRIEVED,
BAII2H000189,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,38,2025ApJ...991..168Y,Gravitational Influence from Planets on the Measured Rates of Period Change of Pulsating White Dwarfs,"[""Yao, Ling Xuan"",""Bell, Keaton J."",""Dublin, Andrew""]",2025-10-01T00:00:00Z,2025-10-00,2026-06-08T10:14:27.892Z,"[""10.3847/1538-4357/adfb66"",""10.48550/arXiv.2508.14195""]",,2025ApJ...991..168Y,The Astrophysical Journal,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,4cc7aa9496660bd69b2f968baa9f8a2ed3c1bdf73b72110a177d300885aa5419,"{""alternate_bibcode"":[""2025arXiv250814195Y""],""arxiv_class"":[""astro-ph.SR"",""astro-ph.EP""],""author"":[""Yao, Ling Xuan"",""Bell, Keaton J."",""Dublin, Andrew""],""bibcode"":""2025ApJ...991..168Y"",""date"":""2025-10-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/adfb66"",""10.48550/arXiv.2508.14195""],""eid"":""168"",""entry_date"":""2025-09-29T00:00:00Z"",""id"":""36810035"",""indexstamp"":""2026-08-07T21:37:14.185Z"",""metadata_mtime"":""2026-06-08T10:14:27.892Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2025-10-00"",""title"":[""Gravitational Influence from Planets on the Measured Rates of Period Change of Pulsating White Dwarfs""],""year"":""2025""}",page_0001.json,response.docs[37],RETRIEVED,
BAII2H000190,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,39,2024ApJ...962...20W,The Asteroseismological Richness of RCB and dLHdC Stars,"[""Wong, Tin Long Sunny"",""Bildsten, Lars""]",2024-02-01T00:00:00Z,2024-02-00,2026-06-15T11:21:47.956Z,"[""10.3847/1538-4357/ad0cfa"",""10.48550/arXiv.2311.10158""]",,2024ApJ...962...20W,The Astrophysical Journal,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,c2e04aef71e6d26f0af542217555a0e475f4c0b4648632712d5b009f6db8e53b,"{""alternate_bibcode"":[""2023arXiv231110158W""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Wong, Tin Long Sunny"",""Bildsten, Lars""],""bibcode"":""2024ApJ...962...20W"",""date"":""2024-02-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ad0cfa"",""10.48550/arXiv.2311.10158""],""eid"":""20"",""entry_date"":""2024-02-04T00:00:00Z"",""id"":""26809846"",""indexstamp"":""2026-08-08T22:23:02.574Z"",""metadata_mtime"":""2026-06-15T11:21:47.956Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2024-02-00"",""title"":[""The Asteroseismological Richness of RCB and dLHdC Stars""],""year"":""2024""}",page_0001.json,response.docs[38],RETRIEVED,
BAII2H000191,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,40,2024AGUFMSH13E2963P,Data Exploration in Search of Small Pulsations in Solar X-Ray Flares with the Hinode/X-ray Telescope (XRT),"[""Perez, Evan"",""Suarez, Crisel"",""Moore, Christopher Samuel""]",2024-12-01T00:00:00Z,2024-12-00,2026-03-23T18:56:58.144Z,,,2024AGUFMSH13E2963P,AGU Fall Meeting Abstracts,"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,0b56f8699834271966125ebe766bef03d59e893da21bb3c7ac393b6d7959d4be,"{""author"":[""Perez, Evan"",""Suarez, Crisel"",""Moore, Christopher Samuel""],""bibcode"":""2024AGUFMSH13E2963P"",""date"":""2024-12-01T00:00:00Z"",""doctype"":""abstract"",""eid"":""SH13E-2963"",""entry_date"":""2025-04-27T00:00:00Z"",""id"":""34036249"",""indexstamp"":""2026-08-07T01:22:31.641Z"",""metadata_mtime"":""2026-03-23T18:56:58.144Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""AGU Fall Meeting Abstracts"",""pubdate"":""2024-12-00"",""title"":[""Data Exploration in Search of Small Pulsations in Solar X-Ray Flares with the Hinode/X-ray Telescope (XRT)""],""year"":""2024""}",page_0001.json,response.docs[39],RETRIEVED,
