work_id,preferred_version_id,title_abstract_decision,final_screening_decision,screening_basis,inclusion_criteria_met,primary_exclusion_criterion,secondary_exclusion_criteria,decision_evidence_text,decision_evidence_locator,full_text_required,full_text_accessed,full_text_source,full_text_sha256_if_local,decision_status,notes
BAIIW0067,BAIIV0105,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0105; title+abstract+provider metadata; raw_hit_ids=BAII2H000096,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0068,BAIIV0108,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0108; title+abstract+provider metadata; raw_hit_ids=BAII2H000101;BAII2H000126,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0069,BAIIV0110,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0110; title+abstract+provider metadata; raw_hit_ids=BAII2H000107;BAII2H000150,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0070,BAIIV0112,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0112; title+abstract+provider metadata; raw_hit_ids=BAII2H000112,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0071,BAIIV0113,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2;I5,,,"Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison. Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design.",preferred_version=BAIIV0113; title+abstract+provider metadata; raw_hit_ids=BAII2H000116,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0072,BAIIV0115,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0115; title+abstract+provider metadata; raw_hit_ids=BAII2H000118,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0073,BAIIV0116,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0116; title+abstract+provider metadata; raw_hit_ids=BAII2H000119,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0074,BAIIV0117,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0117; title+abstract+provider metadata; raw_hit_ids=BAII2H000120,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0075,BAIIV0118,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0118; title+abstract+provider metadata; raw_hit_ids=BAII2H000127,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0076,BAIIV0120,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0120; title+abstract+provider metadata; raw_hit_ids=BAII2H000128,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0077,BAIIV0122,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0122; title+abstract+provider metadata; raw_hit_ids=BAII2H000129,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0078,BAIIV0123,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0123; title+abstract+provider metadata; raw_hit_ids=BAII2H000130,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0079,BAIIV0124,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0124; title+abstract+provider metadata; raw_hit_ids=BAII2H000132,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0080,BAIIV0126,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0126; title+abstract+provider metadata; raw_hit_ids=BAII2H000133,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0081,BAIIV0128,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0128; title+abstract+provider metadata; raw_hit_ids=BAII2H000134,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0082,BAIIV0130,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0130; title+abstract+provider metadata; raw_hit_ids=BAII2H000135,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0083,BAIIV0132,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0132; title+abstract+provider metadata; raw_hit_ids=BAII2H000136,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0084,BAIIV0134,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0134; title+abstract+provider metadata; raw_hit_ids=BAII2H000137,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0085,BAIIV0135,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0135; title+abstract+provider metadata; raw_hit_ids=BAII2H000139,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0086,BAIIV0136,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0136; title+abstract+provider metadata; raw_hit_ids=BAII2H000140,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0087,BAIIV0138,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0138; title+abstract+provider metadata; raw_hit_ids=BAII2H000141,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0088,BAIIV0139,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0139; title+abstract+provider metadata; raw_hit_ids=BAII2H000142,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0089,BAIIV0141,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0141; title+abstract+provider metadata; raw_hit_ids=BAII2H000143,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0090,BAIIV0142,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0142; title+abstract+provider metadata; raw_hit_ids=BAII2H000144,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0091,BAIIV0143,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0143; title+abstract+provider metadata; raw_hit_ids=BAII2H000145,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0092,BAIIV0144,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E3,,The work uses TESS/related time-series data but does not present a pertinent stellar-flare/QPP analysis for this audit.,preferred_version=BAIIV0144; title+abstract+provider metadata; raw_hit_ids=BAII2H000146,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0093,BAIIV0145,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0145; title+abstract+provider metadata; raw_hit_ids=BAII2H000147,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0094,BAIIV0146,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0146; title+abstract+provider metadata; raw_hit_ids=BAII2H000148,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0095,BAIIV0148,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0148; title+abstract+provider metadata; raw_hit_ids=BAII2H000153;BAII2H000181;BAII2H000221,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0096,BAIIV0150,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0150; title+abstract+provider metadata; raw_hit_ids=BAII2H000154;BAII2H000229,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0097,BAIIV0152,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0152; title+abstract+provider metadata; raw_hit_ids=BAII2H000155;BAII2H000183;BAII2H000233,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0098,BAIIV0156,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I3;I5;I7,,,"Develops or applies a QPP-detection approach applicable to stellar-flare time series. Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design. Provides a recent close methodological or observational comparator for Manuscript 1.",preferred_version=BAIIV0156; title+abstract+provider metadata; raw_hit_ids=BAII2H000156;BAII2H000217,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0099,BAIIV0158,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0158; title+abstract+provider metadata; raw_hit_ids=BAII2H000157;BAII2H000226,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0100,BAIIV0160,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I3;I4,,,"Develops or applies a QPP-detection approach applicable to stellar-flare time series. Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis.",preferred_version=BAIIV0160; title+abstract+provider metadata; raw_hit_ids=BAII2H000159;BAII2H000230,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0101,BAIIV0162,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0162; title+abstract+provider metadata; raw_hit_ids=BAII2H000161;BAII2H000234,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0102,BAIIV0163,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I3,,,Develops or applies a QPP-detection approach applicable to stellar-flare time series.,preferred_version=BAIIV0163; title+abstract+provider metadata; raw_hit_ids=BAII2H000163;BAII2H000223,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0103,BAIIV0165,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0165; title+abstract+provider metadata; raw_hit_ids=BAII2H000165;BAII2H000238,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0104,BAIIV0167,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0167; title+abstract+provider metadata; raw_hit_ids=BAII2H000166;BAII2H000188,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0105,BAIIV0168,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0168; title+abstract+provider metadata; raw_hit_ids=BAII2H000167,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0106,BAIIV0169,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0169; title+abstract+provider metadata; raw_hit_ids=BAII2H000168;BAII2H000225,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0107,BAIIV0171,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0171; title+abstract+provider metadata; raw_hit_ids=BAII2H000169;BAII2H000236,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0108,BAIIV0172,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0172; title+abstract+provider metadata; raw_hit_ids=BAII2H000170,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0109,BAIIV0173,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0173; title+abstract+provider metadata; raw_hit_ids=BAII2H000171;BAII2H000220,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0110,BAIIV0177,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I3;I4,,,"Develops or applies a QPP-detection approach applicable to stellar-flare time series. Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis.",preferred_version=BAIIV0177; title+abstract+provider metadata; raw_hit_ids=BAII2H000172;BAII2H000237;BAII2H000289,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0111,BAIIV0178,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0178; title+abstract+provider metadata; raw_hit_ids=BAII2H000173;BAII2H000231,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0112,BAIIV0179,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E6,,"Retained as useful stellar-flare/QPP physical or observational context, but it does not meet the frozen design/method/catalogue inclusion threshold.",preferred_version=BAIIV0179; title+abstract+provider metadata; raw_hit_ids=BAII2H000175;BAII2H000218;BAII2H000264,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0113,BAIIV0180,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0180; title+abstract+provider metadata; raw_hit_ids=BAII2H000176,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0114,BAIIV0182,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0182; title+abstract+provider metadata; raw_hit_ids=BAII2H000177;BAII2H000228,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0115,BAIIV0183,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0183; title+abstract+provider metadata; raw_hit_ids=BAII2H000178,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0116,BAIIV0184,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0184; title+abstract+provider metadata; raw_hit_ids=BAII2H000179,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0117,BAIIV0185,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0185; title+abstract+provider metadata; raw_hit_ids=BAII2H000180,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0118,BAIIV0186,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0186; title+abstract+provider metadata; raw_hit_ids=BAII2H000186,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0119,BAIIV0187,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0187; title+abstract+provider metadata; raw_hit_ids=BAII2H000187;BAII2H000232,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0120,BAIIV0189,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0189; title+abstract+provider metadata; raw_hit_ids=BAII2H000189,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0121,BAIIV0190,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0190; title+abstract+provider metadata; raw_hit_ids=BAII2H000191,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0122,BAIIV0191,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0191; title+abstract+provider metadata; raw_hit_ids=BAII2H000192;BAII2H000235,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0123,BAIIV0193,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0193; title+abstract+provider metadata; raw_hit_ids=BAII2H000193,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0124,BAIIV0194,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0194; title+abstract+provider metadata; raw_hit_ids=BAII2H000196;BAII2H000246,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0125,BAIIV0196,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0196; title+abstract+provider metadata; raw_hit_ids=BAII2H000197,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0126,BAIIV0197,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0197; title+abstract+provider metadata; raw_hit_ids=BAII2H000198,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0127,BAIIV0198,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0198; title+abstract+provider metadata; raw_hit_ids=BAII2H000199,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0128,BAIIV0199,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0199; title+abstract+provider metadata; raw_hit_ids=BAII2H000200,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0129,BAIIV0201,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0201; title+abstract+provider metadata; raw_hit_ids=BAII2H000202,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0130,BAIIV0202,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0202; title+abstract+provider metadata; raw_hit_ids=BAII2H000205,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0131,BAIIV0203,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0203; title+abstract+provider metadata; raw_hit_ids=BAII2H000207,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0132,BAIIV0204,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0204; title+abstract+provider metadata; raw_hit_ids=BAII2H000208,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0133,BAIIV0207,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0207; title+abstract+provider metadata; raw_hit_ids=BAII2H000209;BAII2H000240,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0134,BAIIV0209,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0209; title+abstract+provider metadata; raw_hit_ids=BAII2H000210,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0135,BAIIV0210,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0210; title+abstract+provider metadata; raw_hit_ids=BAII2H000212,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
