raw_hit_id,execution_id,query_id,source_database,source_record_id,work_id,version_id,mapping_basis,mapping_confidence,manual_adjudication_required,manual_adjudication_status,title,doi_normalized,arxiv_id_normalized,bibcode,is_preferred_version,mapping_status,error
BAII2H000073,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2025ghh..confE..83N,BAIIW0060,BAIIV0093,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,High-time resolution observations of optical / near-ultraviolet / X-ray emission from two recent M-dwarf multi-wavelength observation campaigns,,,2025ghh..confE..83N,true,RESOLVED,
BAII2H000074,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2024ApJ...971..114L,BAIIW0061,BAIIV0095,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,The White-light Superflares from Cool Stars in GWAC Triggers,10.3847/1538-4357/ad55e8,2407.08183,2024ApJ...971..114L,true,RESOLVED,
BAII2H000075,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2025ApJ...978..169N,BAIIW0062,BAIIV0097,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detectability of Self-lensing Flares of White Dwarfs with Compact Companions,10.3847/1538-4357/ad9398,2311.14392,2025ApJ...978..169N,true,RESOLVED,
BAII2H000076,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2026AN....34770085D,BAIIW0063,BAIIV0099,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Searching for Rotational X-Ray Modulation on TIC 277539431,10.1002/asna.70085,2602.09835,2026AN....34770085D,true,RESOLVED,
BAII2H000077,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2026AAS...24742901N,BAIIW0064,BAIIV0100,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Multi-Wavelength Observational Campaigns of a Young Sun-like Star, EK Dra: Radio and Optical Counterparts of Stellar Flares and Active Regions",,,2026AAS...24742901N,true,RESOLVED,
BAII2H000078,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,2024AAS...24325908E,BAIIW0065,BAIIV0101,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Evolution of Flaring Activity with the Beta Pictoris and AB Doradus Moving Groups,,,2024AAS...24325908E,true,RESOLVED,
BAII2H000079,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2404.16480v2,BAIIW0066,BAIIV0102,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,TESS Free-floating Planet Candidate Is Likely a Stellar Flare,10.32023/0001-5237/73.4.1,2404.16480,,false,RESOLVED,
BAII2H000080,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2404.13145v1,BAIIW0024,BAIIV0037,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detecting stellar flares in photometric data using hidden Markov models,10.3847/1538-4357/ad95f6,2404.13145,,false,RESOLVED,
BAII2H000081,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2511.13716v2,BAIIW0025,BAIIV0039,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stellar Flares in the TESS Light Curves of Planet-hosting M dwarfs,10.3847/1538-4357/ae1ddf,2511.13716,,false,RESOLVED,
BAII2H000082,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2602.03499v1,BAIIW0008,BAIIV0014,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Similarities and differences between solar and stellar flare pulsation processes,,2602.03499,,true,RESOLVED,
BAII2H000083,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2409.02540v2,BAIIW0023,BAIIV0035,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Scalable, Advanced Machine Learning-based Approaches for Stellar Flare Identification: Application to TESS short-cadence Data and Analysis of a New Flare Catalogue",,2409.02540,,false,RESOLVED,
BAII2H000084,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2506.22131v1,BAIIW0001,BAIIV0001,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stationary quasi-periodic pulsations in 20-second cadence TESS flares,10.1051/0004-6361/202554820,2506.22131,,false,RESOLVED,
BAII2H000085,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2405.00850v1,BAIIW0041,BAIIV0065,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Evolution of Flare Activity in GKM Stars Younger than 300 Myr over Five Years of TESS Observations,,2405.00850,,false,RESOLVED,
BAII2H000086,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2607.11824v1,BAIIW0053,BAIIV0085,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Time-Resolved Connection between Starspots and Flares in Nearby Young Solar-type Stars Observed by TESS,,2607.11824,,true,RESOLVED,
BAII2H000087,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2403.17065v1,BAIIW0002,BAIIV0003,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Detailed cool star flare morphology with CHEOPS and TESS,,2403.17065,,false,RESOLVED,
BAII2H000088,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2602.15979v1,BAIIW0054,BAIIV0086,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Multiwavelength Campaign Observations of a Young Solar-type Star, EK Draconis. III. Comparison between Starspot Mapping, Zeeman Doppler Imaging, and Multiwavelength Variability",,2602.15979,,false,RESOLVED,
BAII2H000089,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2602.09835v1,BAIIW0063,BAIIV0098,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Searching for rotational X-ray modulation on TIC 277539431,10.1002/asna.70085,2602.09835,,false,RESOLVED,
BAII2H000090,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2506.21169v1,BAIIW0032,BAIIV0050,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Radio emission from flaring stars and brown dwarfs,10.1051/0004-6361/202555032,2506.21169,,false,RESOLVED,
BAII2H000091,BAII2E004,Q02_TESS_STELLAR_FLARE_PERIODICITY,ARXIV,2408.07442v2,BAIIW0031,BAIIV0048,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Superflare on a rapidly-rotating solar-type star captured in X-rays,10.1016/j.jheap.2024.11.016,2408.07442,,false,RESOLVED,
BAII2H000092,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...700A.178J,BAIIW0001,BAIIV0002,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stationary quasi-periodic pulsations in 20-second cadence TESS flares,10.1051/0004-6361/202554820,2506.22131,2025A&A...700A.178J,true,RESOLVED,
BAII2H000093,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024AJ....168..234L,BAIIW0023,BAIIV0036,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Scalable, Advanced Machine Learning Based Approaches for Stellar Flare Identification: Application to TESS Short-cadence Data and Analysis of a New Flare Catalog",10.3847/1538-3881/ad7956,2409.02540,2024AJ....168..234L,true,RESOLVED,
BAII2H000094,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJS..281...52W,BAIIW0003,BAIIV0006,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Properties of Flare Quasiperiodic Pulsations Based on a New TESS Flare Catalog,10.3847/1538-4365/ae1469,,2025ApJS..281...52W,true,RESOLVED,
BAII2H000095,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024MNRAS.527.3395I,BAIIW0035,BAIIV0057,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Planetary perturbers: flaring star-planet interactions in Kepler and TESS,10.1093/mnras/stad3398,2311.04316,2024MNRAS.527.3395I,true,RESOLVED,
BAII2H000096,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024BSRSL..93..370K,BAIIW0067,BAIIV0105,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Rotational Variability and Detection of Superflares in a Young Brown Dwarf by TESS,10.25518/0037-9565.11722,2309.01084,2024BSRSL..93..370K,true,RESOLVED,
BAII2H000097,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024AJ....168...60F,BAIIW0041,BAIIV0066,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Evolution of Flare Activity in GKM Stars Younger Than 300 Myr over Five Years of TESS Observations,10.3847/1538-3881/ad4edf,2405.00850,2024AJ....168...60F,true,RESOLVED,
BAII2H000098,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJ...980..196R,BAIIW0036,BAIIV0058,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Magnetic Activities of AD Leonis: Flares in TESS Data and Optical Spectra,10.3847/1538-4357/adabc3,,2025ApJ...980..196R,true,RESOLVED,
BAII2H000099,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...699A.322X,BAIIW0028,BAIIV0044,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Magnetic activity of RS CVn stars based on TESS and LAMOST surveys,10.1051/0004-6361/202451962,,2025A&A...699A.322X,true,RESOLVED,
BAII2H000100,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025JHEAp..45..105M,BAIIW0031,BAIIV0049,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Superflare on a rapidly-rotating solar-type star captured in X-rays,10.1016/j.jheap.2024.11.016,2408.07442,2025JHEAp..45..105M,true,RESOLVED,
BAII2H000101,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJ...981...75G,BAIIW0068,BAIIV0108,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Dynamic Photometric Variability in Three Young Brown Dwarfs in Taurus: Detection of Optical Flares with TESS Data,10.3847/1538-4357/ada955,2502.20004,2025ApJ...981...75G,true,RESOLVED,
BAII2H000102,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...699A.337P,BAIIW0032,BAIIV0051,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Radio emission from flaring stars and brown dwarfs,10.1051/0004-6361/202555032,2506.21169,2025A&A...699A.337P,true,RESOLVED,
BAII2H000103,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026ApJ..1001...24M,BAIIW0044,BAIIV0069,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Flaring Behavior in the M Dwarf PM J11183+1347 from TESS Observations,10.3847/1538-4357/ae4c4a,,2026ApJ..1001...24M,true,RESOLVED,
BAII2H000104,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJ...988..257R,BAIIW0029,BAIIV0045,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Magnetic Activities of Wolf 359: Starspot Distribution and Quasiperiodic Pulsation Using TESS Data,10.3847/1538-4357/ade9a7,,2025ApJ...988..257R,true,RESOLVED,
BAII2H000105,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026MNRAS.546f2256L,BAIIW0004,BAIIV0008,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A recurrent 70─100 min quasi-periodic pulsation in the intermediate-aged mid-M dwarf GJ 3512,10.1093/mnras/staf2256,2512.18086,2026MNRAS.546f2256L,true,RESOLVED,
BAII2H000106,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024ApJ...971..114L,BAIIW0061,BAIIV0095,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,The White-light Superflares from Cool Stars in GWAC Triggers,10.3847/1538-4357/ad55e8,2407.08183,2024ApJ...971..114L,true,RESOLVED,
BAII2H000107,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024A&A...690A.223K,BAIIW0069,BAIIV0110,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Rapid optical flare in the extreme teraelectronvolt blazar 1ES 0229+200 on intraday timescales with the Transiting Exoplanet Survey Satellite,10.1051/0004-6361/202449888,2404.13638,2024A&A...690A.223K,true,RESOLVED,
BAII2H000108,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025AJ....170..249D,BAIIW0051,BAIIV0082,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,FUMES. IV. Optical and Far-ultraviolet Spectra of a Flare on the M Dwarf GJ 4334,10.3847/1538-3881/adff74,2508.18459,2025AJ....170..249D,true,RESOLVED,
BAII2H000109,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024ApJ...960...20Z,BAIIW0039,BAIIV0063,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Properties of PSR J1023+0038 Based on Kepler, TESS, and FAST",10.3847/1538-4357/ad0841,,2024ApJ...960...20Z,true,RESOLVED,
BAII2H000110,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...695A.182M,BAIIW0047,BAIIV0074,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Ca II and Hα flaring M dwarfs detected with multi-filter photometry,10.1051/0004-6361/202452387,2503.22525,2025A&A...695A.182M,true,RESOLVED,
BAII2H000111,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...703A.122R,BAIIW0038,BAIIV0062,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,HiPERCAM and TESS observations of the rapidly rotating M7V star LP 89─187,10.1051/0004-6361/202554275,2509.15941,2025A&A...703A.122R,true,RESOLVED,
BAII2H000112,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024ApJ...960...11K,BAIIW0070,BAIIV0112,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Rapid Optical Flares in the Blazar OJ 287 on Intraday Timescales with TESS,10.3847/1538-4357/ad0b80,2311.02368,2024ApJ...960...11K,true,RESOLVED,
BAII2H000113,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026ApJS..284...54X,BAIIW0043,BAIIV0068,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Magnetic Activity in X-Ray Stars from eROSITA: Insights from the TESS and LAMOST Surveys,10.3847/1538-4365/ae5d2d,,2026ApJS..284...54X,true,RESOLVED,
BAII2H000114,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025PASJ...77...74S,BAIIW0045,BAIIV0070,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Flare from the secondary star of an extreme period binary,10.1093/pasj/psae100,,2025PASJ...77...74S,true,RESOLVED,
BAII2H000115,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ARep...69..329S,BAIIW0056,BAIIV0089,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Spottedness and Flare Activity of Solar-Type Stars with Exoplanets,10.1134/s1063772925701768,,2025ARep...69..329S,true,RESOLVED,
BAII2H000116,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026arXiv260712883W,BAIIW0071,BAIIV0113,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Searching for Stellar Activity Cycles using Flares II: The TESS CVZ,,2607.12883,2026arXiv260712883W,true,RESOLVED,
BAII2H000117,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026arXiv260711824H,BAIIW0053,BAIIV0085,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Time-Resolved Connection between Starspots and Flares in Nearby Young Solar-type Stars Observed by TESS,,2607.11824,2026arXiv260711824H,true,RESOLVED,
BAII2H000118,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024BSRSL..93..623G,BAIIW0072,BAIIV0115,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Photometric Variability of Low Mass Stars and Brown Dwarfs in IC 348 and Taurus Star-Forming Regions,10.25518/0037-9565.11817,2401.07609,2024BSRSL..93..623G,true,RESOLVED,
BAII2H000119,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026OEJV..271....1Y,BAIIW0073,BAIIV0116,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,New variable stars from TESS sector 93,10.5817/oejv2026-0271,,2026OEJV..271....1Y,true,RESOLVED,
BAII2H000120,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025tasc.confE.125S,BAIIW0074,BAIIV0117,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Variability Survey of the Cepheus Flare Star Forming Region Using TESS Light Curves,10.5281/zenodo.17338925,,2025tasc.confE.125S,true,RESOLVED,
BAII2H000121,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025AAS...24540323N,BAIIW0042,BAIIV0067,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Searching for Pulsation Signals in Low Mass Stars with TESS through Light Curve Analysis,,,2025AAS...24540323N,true,RESOLVED,
BAII2H000122,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJ...978..169N,BAIIW0062,BAIIV0097,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detectability of Self-lensing Flares of White Dwarfs with Compact Companions,10.3847/1538-4357/ad9398,2311.14392,2025ApJ...978..169N,true,RESOLVED,
BAII2H000123,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024yCat..36860164W,BAIIW0055,BAIIV0088,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"VizieR Online Data Catalog: Magnetic activity of radio stars (Wang+, 2024)",,,2024yCat..36860164W,true,RESOLVED,
BAII2H000124,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026arXiv260203499R,BAIIW0008,BAIIV0014,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Similarities and differences between solar and stellar flare pulsation processes,,2602.03499,2026arXiv260203499R,true,RESOLVED,
BAII2H000125,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...698A...7F,BAIIW0048,BAIIV0076,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,LAMOST medium-resolution observations of the Pleiades,10.1051/0004-6361/202553673,2504.09031,2025A&A...698A...7F,true,RESOLVED,
BAII2H000126,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025asi..confP..23G,BAIIW0068,BAIIV0107,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_DISTINCT_WORKS;MANUAL_CONFIRMED_SAME_WORK,Dynamic Photometric Variability in Three Young Brown Dwarfs in Taurus: Detection of Optical Flares with TESS data,,,2025asi..confP..23G,false,RESOLVED,
BAII2H000127,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026ApJ..1003..133M,BAIIW0075,BAIIV0118,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,KIC 6464285: A Solar-type Eclipsing Binary in a Hierarchical Triple System with Quasiperiodic Out-of-eclipse Modulations,10.3847/1538-4357/ae677e,2607.18811,2026ApJ..1003..133M,true,RESOLVED,
BAII2H000128,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025simi.conf..193B,BAIIW0076,BAIIV0120,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Solar-type Activities and Brightness Variations in Three Binary Star Systems,10.31401/ws.2025.proc.26,,2025simi.conf..193B,true,RESOLVED,
BAII2H000129,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026MNRAS.550g1284K,BAIIW0077,BAIIV0122,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detection of quasiperiodic oscillations in the blazar PKS 0735+178 with TESS,10.1093/mnras/stag1284,2607.07200,2026MNRAS.550g1284K,true,RESOLVED,
BAII2H000130,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026ApJ...997....3S,BAIIW0078,BAIIV0123,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,An Anomalous Symmetric Flare Observed in the Single-lined Spectroscopic Binary TIC 380907942: Assessing Self-lensing and Alternative Hypotheses,10.3847/1538-4357/ae25f8,,2026ApJ...997....3S,true,RESOLVED,
BAII2H000131,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024AAS...24325908E,BAIIW0065,BAIIV0101,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Evolution of Flaring Activity with the Beta Pictoris and AB Doradus Moving Groups,,,2024AAS...24325908E,true,RESOLVED,
BAII2H000132,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJS..280...26S,BAIIW0079,BAIIV0124,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Physical Parameters and Chromospheric Activity of Eclipsing Binaries Observed by the LAMOST DR10 Survey,10.3847/1538-4365/adf329,,2025ApJS..280...26S,true,RESOLVED,
BAII2H000133,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024A&A...687A..95M,BAIIW0080,BAIIV0126,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Transitions in magnetic behavior at the substellar boundary,10.1051/0004-6361/202449403,2401.17292,2024A&A...687A..95M,true,RESOLVED,
BAII2H000134,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024AJ....168..140F,BAIIW0081,BAIIV0128,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Astrometry and Precise Radial Velocities Yield a Complete Orbital Solution for the Nearby Eccentric Brown Dwarf LHS 1610 b,10.3847/1538-3881/ad57be,2310.07827,2024AJ....168..140F,true,RESOLVED,
BAII2H000135,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025AJ....169..153Y,BAIIW0082,BAIIV0130,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Quantifying the Effect of Short-timescale Stellar Activity Upon Transit Detection in M Dwarfs,10.3847/1538-3881/ada898,2402.00115,2025AJ....169..153Y,true,RESOLVED,
BAII2H000136,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024ApJ...974..103M,BAIIW0083,BAIIV0132,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,KM UMa: An Active Short-period Detached Eclipsing Binary in a Hierarchical Quadruple System,10.3847/1538-4357/ad6df7,2410.06994,2024ApJ...974..103M,true,RESOLVED,
BAII2H000137,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025A&A...697A..80H,BAIIW0084,BAIIV0134,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Comparing the Sun to Sun-like stars: The importance of addressing facular and/or spot domination,10.1051/0004-6361/202452999,2504.02401,2025A&A...697A..80H,true,RESOLVED,
BAII2H000138,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025AAS...24535218M,BAIIW0057,BAIIV0090,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Linking Stellar Activity with Rotation Rates Through Gyrochronology,,,2025AAS...24535218M,true,RESOLVED,
BAII2H000139,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025ApJS..281...39X,BAIIW0085,BAIIV0135,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Active Young Stars in the LAMOST─Kepler Survey,10.3847/1538-4365/ae1461,,2025ApJS..281...39X,true,RESOLVED,
BAII2H000140,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024IAUS..365...70K,BAIIW0086,BAIIV0136,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Short and long term spot evolution on EI Eri,10.1017/s1743921324000152,,2024IAUS..365...70K,true,RESOLVED,
BAII2H000141,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026ApJ..1003L..48W,BAIIW0087,BAIIV0138,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Rotationally Modulated Highly Circularly Polarized Radio Pulses from the Rapidly Rotating M Dwarf ASKAP J181335−604720,10.3847/2041-8213/ae6ef6,2605.15587,2026ApJ..1003L..48W,true,RESOLVED,
BAII2H000142,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2025tasc.confE..21V,BAIIW0088,BAIIV0139,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stellar Age Inference with Rotation (+ Activity?),10.5281/zenodo.17246146,,2025tasc.confE..21V,true,RESOLVED,
BAII2H000143,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024A&A...686A.228O,BAIIW0089,BAIIV0141,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Optical variability of the blazar 3C 371: From minute to year timescales,10.1051/0004-6361/202449647,2403.18045,2024A&A...686A.228O,true,RESOLVED,
BAII2H000144,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024AstBu..79..275S,BAIIW0090,BAIIV0142,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Study of Activity Manifestations in K8V Dwarf FR Cnc,10.1134/s199034132460042x,,2024AstBu..79..275S,true,RESOLVED,
BAII2H000145,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026AAS...24743003G,BAIIW0091,BAIIV0143,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Short-term Magnetic Fields Activity on M-type Cool Stars And Its Effect on Exoplanet Detection,,,2026AAS...24743003G,true,RESOLVED,
BAII2H000146,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2026arXiv260712850M,BAIIW0092,BAIIV0144,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,K 1-6 is a photoionised ISM nebula shaped by a fast-moving hot white dwarf in a triple system,,2607.12850,2026arXiv260712850M,true,RESOLVED,
BAII2H000147,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024nsf....2407206S,BAIIW0093,BAIIV0145,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Collaborative Research: WoU-MMA: ASAS-SN in the Era of Multi-Messenger Astrophysics,,,2024nsf....2407206S,true,RESOLVED,
